Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,exam_part,holiday,instit_kind,instit_nm,lat,lng,medical_instit_kind,organ_loc,regist_dt,street_nm_addr,sunday_oper_week,tel,update_dt,zip_code
09:00~18:00,09:00~18:00,09:00~13:00,~,09:00~20:00,09:00~20:00,09:00~18:00,"내과,마취통증의학과,정형외과",~,의원,류마통내과의원,35.26545263,129.0921135,응급의료기관이외,1호선 남산역 5번출구,2020-10-15,"부산광역시 금정구 중앙대로 2027, 새생명빌딩 3층 (남산동)",,051-715-7050,2020-10-19,46224
08:30~18:30,08:30~18:30,08:30~13:00,~,08:30~13:00,08:30~18:30,08:30~18:30,내과,~,의원,위아래내과의원,35.0649693,128.9799961,응급의료기관이외,1호선 낫개역 4번출구,2020-10-13,"부산광역시 사하구 다대로 425, 5층 (다대동)",,051-715-3500,2020-10-13,49518
09:00~18:30,09:00~18:30,09:00~13:30,~,09:00~20:00,09:00~18:30,09:00~18:30,"마취통증의학과,신경외과,재활의학과,정형외과",~,의원,고든정형외과의원,35.19796799,129.0605377,응급의료기관이외,3호선 사직역 3번출구,2020-10-13,"부산광역시 동래구 사직북로 24, 가람빌딩 8층 (사직동)",,051-507-8878,2020-10-26,47859
09:00~19:00,09:00~19:00,09:00~14:00,~,09:00~19:00,09:00~19:00,09:00~19:00,"사상체질과,침구과,한방내과,한방부인과,한방소아과,한방신경정신과,한방안이비인후피부과,한방재활의학과",~,한의원,인향한의원,35.21430377,129.0363232,응급의료기관이외,3호선 만덕역 4번출구,2020-10-05,"부산광역시 북구 만덕1로10번길 6, 2층 (만덕동)",,051-337-6859,2020-12-16,46557
09:00~18:00,09:00~18:00,09:00~17:00,~,09:00~18:00,09:00~18:00,09:00~18:00,,~,약국,서부산약국,35.16262351,128.9849547,응급의료기관이외,2호선 사상역 4번출구,2020-09-28,부산광역시 사상구 광장로 77 (괘법동),,070-4038-9826,2020-09-28,46968
08:30~21:00,08:30~21:00,10:00~21:00,08:30~15:00,08:30~21:00,08:30~21:00,08:30~21:00,,~,약국,부산METRO약국,35.22961181,129.0893474,응급의료기관이외,부산대지하철역 내 위치,2020-09-28,"부산광역시 금정구 장전온천천로 48, 부산대지하철역 1층 (장전동)",1 2 3 4 5,051-000-0000,2020-12-23,46291
09:30~18:00,09:30~18:00,09:30~14:00,~,09:30~18:00,09:30~18:00,09:30~18:00,"가정의학과,내과,외과,흉부외과",~,의원,덕천바른흉부외과의원,35.21072315,129.0067005,응급의료기관이외,3호선 덕천역 12번출구,2020-09-28,"부산광역시 북구 만덕대로 15, 4층 (덕천동)",,051-711-4288,2020-09-28,46548
09:30~18:00,09:30~18:00,09:30~14:00,~,09:30~18:00,09:30~18:00,09:30~18:00,"구강내과,구강병리과,구강악안면방사선과,구강안면외과,소아치과,예방치과,치과교정과,치과보존과,치과보철과,치주과",~,치과의원,해운대감동치과의원,35.17376574,129.1811665,응급의료기관이외,2호선 장산역 2번출구,2020-09-25,"부산광역시 해운대구 좌동순환로 247, 유안빌딩 3층 (좌동)",,051-703-0703,2020-12-23,48108
09:00~18:00,09:00~18:00,09:00~13:00,~,09:00~18:00,09:00~18:00,09:00~18:00,,~,약국,태평양약국,35.20578993,129.077091,응급의료기관이외,4호선 동래역 5번출구,2020-09-17,"부산광역시 동래구 충렬대로155번길 19, 1층 일부호 (온천동)",,051-710-5177,2020-09-17,47734
09:00~19:00,09:00~19:00,09:00~14:00,~,09:00~19:00,09:00~19:00,09:00~19:00,,~,약국,범어약국,35.27394125,129.0923705,응급의료기관이외,1호선 범어사역 7번출구,2020-09-17,"부산광역시 금정구 청룡예전로 2, 경신빌딩 1층 (청룡동)",,051-508-7228,2020-12-23,46218
09:00~20:00,09:00~20:00,09:00~19:00,~,09:00~20:00,09:00~20:00,09:00~20:00,,~,약국,금파약국,35.18754233,129.1074286,응급의료기관이외,버스정류장: 태광아파트 앞,2020-09-17,"부산광역시 연제구 과정로 180, 1층 102호 (연산동)",,051-758-5566,2020-09-17,47569
09:00~18:00,09:00~18:00,09:00~12:30,~,09:00~18:00,09:00~18:00,09:00~18:00,"가정의학과,내과,비뇨의학과,성형외과,소아청소년과,외과,이비인후과,피부과",~,의원,광안웰빙의원,35.1630038,129.1087199,응급의료기관이외,2호선 수영역 14번 출구,2020-09-17,"부산광역시 수영구 광일로 49, 109동 102호 (광안동, 비치그린아파트)",,051-754-7786,2020-12-21,48250
10:00~19:00,10:00~21:00,09:00~14:00,~,10:00~21:00,10:00~19:00,10:00~21:00,"사상체질과,침구과,한방내과,한방부인과,한방소아과,한방신경정신과,한방안이비인후피부과,한방재활의학과",~,한의원,미소로한의원,35.15802126,129.0571207,응급의료기관이외,2호선 서면역 9번출구,2020-09-15,"부산광역시 부산진구 가야대로 781-1, 3층 (부전동)",,051-817-3515,2020-12-28,47257
09:30~20:00,09:30~20:00,09:30~13:00,09:30~13:00,09:30~13:00,09:30~20:00,09:30~20:00,"사상체질과,침구과,한방내과,한방부인과,한방소아과,한방신경정신과,한방안이비인후피부과,한방응급과,한방재활의학과",09:30~13:00,한의원,365부부한의원,35.26630446,129.2260202,응급의료기관이외,동해 일광역 2번출구,2020-09-15,"부산광역시 기장군 일광면 해빛로 17, 201호",1 2 3 4 5,051-724-7633,2020-09-15,46048
08:30~20:00,08:30~20:00,08:30~20:00,~,08:30~20:00,08:30~20:00,08:30~20:00,,~,약국,싱글벙글약국,35.21033221,129.007102,응급의료기관이외,3호선 덕천역 9번출구,2020-09-07,"부산광역시 북구 만덕대로 18, 금샘빌딩 106호 (덕천동)",,051-338-8922,2020-09-07,46576
09:00~18:00,09:00~18:00,09:00~13:00,~,09:00~18:00,09:00~18:00,09:00~18:00,,~,약국,네온우리약국,35.17053918,129.0768119,응급의료기관이외,,2020-09-07,"부산광역시 부산진구 양정로 61, 1,2층 (양정동)",,051-911-4954,2020-09-07,47224
09:00~18:00,09:00~18:00,09:00~12:30,~,09:00~18:00,09:00~18:00,09:00~18:00,"구강내과,구강병리과,구강악안면방사선과,구강안면외과,소아치과,예방치과,치과교정과,치과보존과,치과보철과,치주과",~,치과의원,남주치과의원,35.26630446,129.2260202,응급의료기관이외,,2020-09-07,"부산광역시 기장군 일광면 해빛로 17, 5층 501,502호 일부호",,051-723-2804,2020-09-07,46048
09:00~20:00,09:00~20:00,09:30~14:30,~,09:00~18:00,09:00~18:00,09:00~20:00,"마취통증의학과,신경외과,재활의학과,정형외과,피부과",~,의원,서울스카이재활의학과의원,35.13756007,129.1015382,응급의료기관이외,2호선 경성대역 1번출구,2020-09-07,"부산광역시 남구 수영로 324, 2층 201호 (대연동, 리마크빌 대연)",,051-626-9111,2020-11-23,48508
10:00~19:00,10:00~19:00,10:00~14:00,~,10:00~14:00,10:00~19:00,10:00~20:30,"사상체질과,침구과,한방내과,한방부인과,한방소아과,한방신경정신과,한방안이비인후피부과,한방재활의학과",~,한의원,위강한의원,35.16567079,129.1682284,응급의료기관이외,2호선 중동역 7번출구,2020-09-02,"부산광역시 해운대구 좌동순환로 505, 센트럴메디타워 3층 301호 (중동)",,051-731-7582,2020-11-16,48096
09:00~21:00,09:00~21:00,09:00~18:30,09:00~18:30,09:00~21:00,09:00~21:00,09:00~21:00,,09:00~18:30,약국,호호약국,35.08116028,128.9032876,응급의료기관이외,버스정류장: 롯데캐슬아파트 앞,2020-09-02,"부산광역시 강서구 명지오션시티4로 88, 1층 102호 (명지동)",1 2 3 4 5,051-202-5334,2020-11-10,46765
09:00~19:00,09:00~19:00,~,~,09:00~19:00,09:00~19:00,09:00~19:00,,~,약국,정문약국,35.15058505,129.0074288,응급의료기관이외,좋은삼은삼선병원 앞,2020-09-02,부산광역시 사상구 가야대로 318 (주례동),,051-316-0508,2020-09-02,47007
09:00~19:00,09:00~19:00,09:00~14:00,~,09:00~19:00,09:00~19:00,09:00~19:00,,~,약국,원약국,35.22636131,129.0122107,응급의료기관이외,수정역 4번 출구,2020-09-02,"부산광역시 북구 금곡대로 166, 상가동 3층 316호 (화명동, 롯데캐슬카이저)",,051-363-4555,2020-09-02,46539
09:00~18:00,09:00~18:00,~,~,09:00~18:00,09:00~18:00,09:00~18:00,,~,약국,서울약국,35.19687507,129.1040964,응급의료기관이외,2호선 동해안락역 2번출구,2020-09-02,"부산광역시 동래구 충렬대로 417, 1층 102호 (안락동)",,051-914-0050,2020-09-02,47796
09:00~18:00,09:00~18:00,09:00~13:00,~,09:00~18:00,09:00~18:00,09:00~18:00,,~,약국,새동의약국,35.17079547,129.0773861,응급의료기관이외,1호선 양정역 4번출구,2020-09-02,"부산광역시 부산진구 양정로 63, 원각사 2,3층 (양정동)",,051-911-0501,2020-09-02,47225
09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,,~,약국,도담도담약국,35.26630446,129.2260202,응급의료기관이외,,2020-09-02,"부산광역시 기장군 일광면 해빛로 17, 1층 105호",1 2 3 4 5,051-723-4499,2020-09-02,46048
09:00~19:00,09:00~19:00,09:00~15:00,~,09:00~19:00,09:00~19:00,09:00~19:00,"내과,비뇨의학과,소아청소년과,신경과,이비인후과,정형외과,피부과",~,의원,삼성속튼튼한내과의원,35.23435909,129.0129913,응급의료기관이외,2호선 화명역 1번출구,2020-09-02,"부산광역시 북구 화명대로 44, 금호타워 3층 302호 (화명동)",,051-365-1223,2020-09-04,46526
09:00~18:00,09:00~18:00,09:00~13:00,~,09:00~18:00,09:00~18:00,09:00~18:00,정형외과,~,의원,비에스정형외과의원,35.19153784,129.0883002,응급의료기관이외,,2020-09-02,"부산광역시 연제구 반송로 89, 3층 일부호 (연산동)",,051-984-0123,2020-12-16,47518
09:30~18:30,09:30~18:30,09:30~14:00,~,09:30~18:30,09:30~18:30,09:30~18:30,"구강내과,구강병리과,구강악안면방사선과,구강안면외과,소아치과,예방치과,치과교정과,치과보존과,치과보철과,치주과",~,치과의원,용호탑치과보철과치과의원,35.12079406,129.1123926,응급의료기관이외,,2020-08-21,"부산광역시 남구 용호로 127, 3층 (용호동)",,051-623-8828,2020-08-21,48579
09:30~21:00,09:30~19:00,09:30~14:00,~,09:30~19:00,09:30~19:00,09:30~21:00,"구강내과,구강병리과,구강악안면방사선과,구강안면외과,소아치과,예방치과,치과교정과,치과보존과,치과보철과,치주과",~,치과의원,명인치과의원,35.13529451,129.0909299,응급의료기관이외,2호선 대연역 6번 출구,2020-08-21,"부산광역시 남구 수영로 223, 삼창빌딩 1층 (대연동)",,051-715-2870,2020-09-21,48445
09:00~18:00,09:00~18:00,09:00~13:00,~,09:00~18:00,09:00~18:00,09:00~18:00,"사상체질과,침구과,한방내과,한방부인과,한방소아과,한방신경정신과,한방안이비인후피부과,한방재활의학과",~,한의원,한가족한의원,35.09176985,129.0610893,응급의료기관이외,,2020-08-12,"부산광역시 영도구 청학로 21, 1층 (청학동)",,051-414-7555,2020-08-12,49019
09:00~19:00,09:00~19:00,09:00~15:00,~,09:00~19:00,09:00~19:00,09:00~19:00,,~,약국,해운메디약국,35.16220686,129.1572465,응급의료기관이외,2호선 해운대역 7번출구,2020-08-12,"부산광역시 해운대구 해운대로 602, 102호 (우동)",,051-746-8831,2020-08-12,48094
09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,,~,약국,햇님약국,35.23482571,129.0909113,응급의료기관이외,버스정류장: 경남한신아파트 앞,2020-08-12,"부산광역시 금정구 중앙대로1685번길 15, 1층 (부곡동)",1 2 3 4 5,051-582-6119,2020-08-12,46278
09:00~19:30,09:00~19:30,09:00~14:30,~,09:00~19:30,09:00~19:30,09:00~19:30,,~,약국,정문약국,35.22929417,129.1602977,응급의료기관이외,버스정류장:반송도개공입구 앞,2020-08-12,"부산광역시 해운대구 신반송로 180, 1층 (반송동)",,051-710-6669,2020-08-12,48011
09:00~19:00,09:00~19:00,09:00~15:00,~,09:00~19:00,09:00~19:00,09:00~19:00,,~,약국,은혜약국,35.14389101,129.1090858,응급의료기관이외,2호선 남천역 2번출구,2020-08-12,"부산광역시 수영구 수영로 423, 1층 (남천동)",,051-612-8849,2020-08-12,48316
09:00~19:00,09:00~19:00,09:00~14:30,~,09:00~19:00,09:00~19:00,09:00~19:00,,~,약국,연제약국,35.19248531,129.078123,응급의료기관이외,동해교대역 12번 출구,2020-08-12,"부산광역시 연제구 거제대로 295, 지하1층 일부호 (거제동)",,051-853-7788,2020-08-12,47512
08:30~18:30,08:30~18:30,~,~,08:30~18:30,08:30~18:30,08:30~18:30,,~,약국,신호등약국,35.09966339,129.0183724,응급의료기관이외,부산대학교병원 응급실 건너편,2020-08-12,부산광역시 서구 까치고개로 206-1 (아미동2가),,051-242-5100,2020-12-23,49245
08:00~20:00,08:00~20:00,08:00~20:00,~,08:00~20:00,08:00~20:00,08:00~20:00,,~,약국,사상메트로약국,35.16231912,128.9846986,응급의료기관이외,2호선 사샹역 4번출구쪽,2020-08-12,"부산광역시 사상구 사상로 지하 203, 사상역 (괘법동)",,070-4179-0291,2020-08-12,46969
09:30~19:30,09:30~19:30,09:30~19:30,14:00~20:00,09:30~19:30,09:30~19:30,09:30~19:30,,14:00~20:00,약국,박하약국,35.08225526,128.9039247,응급의료기관이외,버스정류장: 엘크루블루오션 앞,2020-08-12,"부산광역시 강서구 명지오션시티4로 75, 서린프라자 1층 104호 (명지동)",1 2 3 4 5,051-271-0065,2020-11-10,46764
09:00~20:00,09:00~20:00,09:00~17:00,~,09:00~20:00,09:00~20:00,09:00~20:00,,~,약국,밝은미소약국,35.15300583,129.0596019,응급의료기관이외,서면역 2번출구,2020-08-12,"부산광역시 부산진구 중앙대로 672, 삼정타워 206호 (부전동)",,051-805-7582,2020-08-12,47296
10:00~21:00,10:00~21:00,10:00~21:00,12:00~17:00,10:00~20:00,10:00~20:00,~,,~,약국,더좋은약사와약국,35.16189884,129.1611716,응급의료기관이외,2호선 해운대역 3번출구,2020-08-12,부산광역시 해운대구 구남로29번길 9 (중동),1 2 3 4 5,051-744-5999,2020-11-13,48095
09:00~20:30,09:00~20:30,09:00~20:30,~,09:00~20:30,09:00~20:30,09:00~20:30,,~,약국,금성약국,35.10311946,128.9830308,응급의료기관이외,,2020-08-12,부산광역시 사하구 승학로 145 (당리동),,051-205-3565,2020-08-12,49332
10:30~20:00,10:30~20:00,10:30~15:30,~,10:30~20:00,10:30~20:00,10:30~20:00,"성형외과,피부과",~,의원,제이린의원,35.15300583,129.0596019,응급의료기관이외,1호선 서면역 2번출구,2020-08-12,"부산광역시 부산진구 중앙대로 672, 4층 일부 (부전동)",,051-991-7575,2020-08-12,47296
09:00~19:00,09:00~19:00,09:00~14:00,~,09:00~19:00,09:00~19:00,09:00~19:00,"가정의학과,내과,비뇨의학과,소아청소년과,이비인후과,정형외과,피부과",~,의원,빛하늘의원,35.26313299,129.0192185,응급의료기관이외,,2020-08-12,"부산광역시 북구 효열로 214-1, 2~4층 (금곡동)",,051-912-9911,2020-11-16,46512
00:00~24:00,00:00~24:00,~,~,00:00~24:00,00:00~24:00,00:00~24:00,진단검사의학과,~,의원,남부혈액검사센터헌혈의원,35.15169723,129.0659395,응급의료기관이외,,2020-08-12,"부산광역시 부산진구 전포대로 168, 6층 일부, 7층 (전포동)",,051-810-9100,2020-09-11,47306
09:00~18:00,09:00~18:00,~,~,09:00~18:00,09:00~18:00,09:00~18:00,"내과,마취통증의학과,신경과,신경외과,재활의학과,정형외과",~,병원,사상스마트병원,35.15506944,128.990516,응급의료기관이외,2호선 감전역 3번출구,2020-08-12,"부산광역시 사상구 학감대로 269, 지하2~지상10층 (감전동)",,051-322-3000,2021-02-10,46984
09:00~18:30,09:00~18:30,09:00~13:30,~,09:00~18:30,09:00~18:30,09:00~18:30,"사상체질과,침구과,한방내과,한방부인과,한방소아과,한방신경정신과,한방안이비인후피부과,한방재활의학과",~,한의원,백두한의원,35.2444577,129.0883266,응급의료기관이외,버스정류장:구서시장 앞,2020-08-11,"부산광역시 금정구 금강로 414, 1층 (구서동)",,051-791-2749,2020-08-11,46244
08:00~18:00,08:00~18:00,08:00~14:00,~,08:00~18:00,08:00~18:00,08:00~18:00,"사상체질과,침구과,한방내과,한방부인과,한방소아과,한방신경정신과,한방안이비인후피부과,한방재활의학과",08:00~14:00,한의원,광덕안정한의원,35.10657537,128.9657961,응급의료기관이외,1호선 하단역 3번 출구,2020-08-11,"부산광역시 사하구 낙동남로 1409, 정우엠타워 2층 (하단동)",,051-791-0080,2020-12-28,49311
09:00~19:00,09:00~19:00,09:00~14:00,~,09:00~19:00,09:00~19:00,09:00~19:00,"사상체질과,침구과,한방내과,한방부인과,한방소아과,한방신경정신과,한방안이비인후피부과,한방재활의학과",09:00~14:00,한의원,365동백한의원,35.16571417,129.1618516,응급의료기관이외,2호선 해운대역 2번출구,2020-08-11,"부산광역시 해운대구 해운대로 663, 에이동 209호 (우동, 해운대비스타동원)",,051-711-7588,2020-08-11,48086
09:00~18:00,09:00~18:00,08:30~14:00,~,09:00~18:00,09:00~18:00,09:00~20:00,"가정의학과,내과,비뇨의학과,소아청소년과,신경과,안과,이비인후과,정신건강의학과,피부과",~,의원,제이엠가정의학과의원,35.1681039,129.1313034,응급의료기관이외,2호선 센텀시티역 11번출구,2020-08-11,"부산광역시 해운대구 센텀남대로 50, 2층 202 일부호 (우동)",,051-791-0972,2020-08-18,48060
10:00~19:00,10:00~19:00,10:30~17:00,~,10:00~19:00,10:00~19:00,10:00~19:00,피부과,~,의원,예쁨주의상상의원,35.15721009,129.0581419,응급의료기관이외,2호선 서면역 7번출구,2020-08-11,"부산광역시 부산진구 서면로 74, 4층 403호 (부전동)",,051-817-7337,2021-02-10,47286
